Name,Serving Size (mL),Calories,Total Fat (g),Saturated Fat (g),Trans Fat (g),Cholesterol (mg),Sodium (mg),Carbohydrates (g),Fiber (g),Sugars (g),Protein (g),Caffeine (mg)
"Strawberries & Crème Frappuccino Blended Beverage (Venti, Soy, No Whip)",709,310,3,0.4,0,0,260,67,1,63,5,0
"Strawberries & Crème Frappuccino Blended Beverage (Venti, Soy, Whip)",709,430,14,7,0.3,40,270,70,1,66,6,0
"Strawberries & Crème Frappuccino Blended Beverage (Venti, Coconut, No Whip)",709,300,3.5,3.5,0,0,260,67,1,65,1,0
"Strawberries & Crème Frappuccino Blended Beverage (Venti, Coconut, Whip)",709,420,15,10,0.3,40,270,70,1,68,1,0
"Vanilla Bean Crème Frappuccino Blended Crème (Tall, Nonfat, No Whip)",354,170,0.1,0.1,0,0,160,39,0,38,4,0
"Vanilla Bean Crème Frappuccino Blended Crème (Tall, Nonfat, Whip)",354,250,8,5,0.2,30,170,41,0,40,4,0
"Vanilla Bean Crème Frappuccino Blended Crème (Tall, 2%, No Whip)",354,190,2,1,0.1,10,170,39,0,38,4,0
"Vanilla Bean Crème Frappuccino Blended Crème (Tall, 2%, Whip)",354,270,10,6,0.3,40,170,41,0,39,4,0
"Vanilla Bean Crème Frappuccino Blended Crème (Tall, Whole, No Whip)",354,200,3.5,2,0.1,10,160,39,0,38,3,0
"Vanilla Bean Crème Frappuccino Blended Crème (Tall, Whole, Whip)",354,280,11,7,0.3,40,170,41,0,39,4,0
"Vanilla Bean Crème Frappuccino Blended Crème (Tall, Soy, No Whip)",354,180,1.5,0.2,0,0,160,37,1,35,3,0
"Vanilla Bean Crème Frappuccino Blended Crème (Tall, Soy, Whip)",354,260,10,5,0.2,30,160,39,1,37,3,0
"Vanilla Bean Crème Frappuccino Blended Crème (Tall, Coconut, No Whip)",354,170,2.5,2,0,0,160,37,0,36,0.2,0
"Vanilla Bean Crème Frappuccino Blended Crème (Tall, Coconut, Whip)",354,250,10,7,0.2,30,160,39,0,38,1,0
"Vanilla Bean Crème Frappuccino Blended Crème (Grande, Nonfat, No Whip)",473,240,0.1,0.1,0,8,230,56,0,55,5,0
"Vanilla Bean Crème Frappuccino Blended Crème (Grande, Nonfat, Whip)",473,360,11,7,0.3,45,240,60,0,57,5,0
"Vanilla Bean Crème Frappuccino Blended Crème (Grande, 2%, No Whip)",473,270,3,1.5,0.1,10,240,56,0,55,5,0
"Vanilla Bean Crème Frappuccino Blended Crème (Grande, 2%, Whip)",473,380,14,8,0.4,55,250,59,0,57,5,0
"Vanilla Bean Crème Frappuccino Blended Crème (Grande, Whole, No Whip)",473,280,4.5,2.5,0.1,15,230,56,0,55,4,0
"Vanilla Bean Crème Frappuccino Blended Crème (Grande, Whole, Whip)",473,400,16,10,0.5,55,240,59,0,57,5,0
"Vanilla Bean Crème Frappuccino Blended Crème (Grande, Soy, No Whip)",473,250,2.5,0.3,0,0,220,54,1,51,4,0
"Vanilla Bean Crème Frappuccino Blended Crème (Grande, Soy, Whip)",473,370,13,7,0.3,40,230,57,1,54,5,0
"Vanilla Bean Crème Frappuccino Blended Crème (Grande, Coconut, No Whip)",473,240,3,3,0,0,220,54,0,52,0.3,0
"Vanilla Bean Crème Frappuccino Blended Crème (Grande, Coconut, Whip)",473,360,14,10,0.3,40,240,57,0,56,1,0
"Vanilla Bean Crème Frappuccino Blended Crème (Venti, Nonfat, No Whip)",709,320,0.2,0.1,0,5,300,73,0,71,7,0
"Vanilla Bean Crème Frappuccino Blended Crème (Venti, Nonfat, Whip)",709,430,11,7,0.3,45,310,76,0,73,7,0
"Vanilla Bean Crème Frappuccino Blended Crème (Venti, 2%, No Whip)",709,350,4,2,0.1,15,310,73,0,71,7,0
"Vanilla Bean Crème Frappuccino Blended Crème (Venti, 2%, Whip)",709,460,15,9,0.5,55,320,76,0,73,7,0
"Vanilla Bean Crème Frappuccino Blended Crème (Venti, Whole, No Whip)",709,370,7,4,0.2,20,300,73,0,71,6,0
"Vanilla Bean Crème Frappuccino Blended Crème (Venti, Whole, Whip)",709,490,18,11,0.5,60,310,76,0,73,7,0
"Vanilla Bean Crème Frappuccino Blended Crème (Venti, Soy, No Whip)",709,330,3,0.4,0,0,290,69,1,66,6,0
"Vanilla Bean Crème Frappuccino Blended Crème (Venti, Soy, Whip)",709,440,14,7,0.3,40,300,73,1,68,6,0
"Vanilla Bean Crème Frappuccino Blended Crème (Venti, Coconut, No Whip)",709,310,4.5,4,0,0,290,69,0,67,0.5,0
"Vanilla Bean Crème Frappuccino Blended Crème (Venti, Coconut, Whip)",709,430,15,11,0.3,40,300,73,0,70,1,0
"Caramel Apple Spice (Kids, No Whip)",236,140,0,0,0,0,10,35,0,33,0,0
"Caramel Apple Spice (Kids, Whip)",236,210,6,3.5,0.2,20,20,40,0,37,0.3,0
"Caramel Apple Spice (Short, No Whip)",236,140,0,0,0,0,10,35,0,33,0,0
"Caramel Apple Spice (Short, Whip)",236,210,6,3.5,0.2,20,20,40,0,37,0.3,0
"Caramel Apple Spice (Tall, No Whip)",354,210,0,0,0,0,15,53,0,49,0,0
"Caramel Apple Spice (Tall, Whip)",354,300,7,4.5,0.2,25,30,59,0,55,0.4,0
"Caramel Apple Spice (Grande, No Whip)",473,280,0,0,0,0,20,70,0,65,0,0
"Caramel Apple Spice (Grande, Whip)",473,380,8,5,0.2,30,35,76,0,71,0.5,0
"Caramel Apple Spice (Venti, No Whip)",591,360,0,0,0,0,25,89,0,83,0,0
"Caramel Apple Spice (Venti, Whip)",591,450,8,5,0.2,30,40,95,0,88,0.5,0
"Hot Chocolate (Kids, Nonfat, No Whip)",236,140,1.5,1,0,5,70,26,2,23,7,15
"Hot Chocolate (Kids, Nonfat, Whip)",236,200,6,4,0.2,20,95,29,2,24,8,15
"Hot Chocolate (Kids, 2%, No Whip)",236,170,4.5,3,0.1,15,80,26,2,22,7,15
"Hot Chocolate (Kids, 2%, Whip)",236,230,10,6,0.3,30,85,28,2,24,7,15
"Hot Chocolate (Kids, Whole, No Whip)",236,190,7,4,0.2,15,70,26,2,22,7,15
"Hot Chocolate (Kids, Whole, Whip)",236,250,12,7,0.3,35,80,28,2,24,7,15
"Hot Chocolate (Kids, Soy, No Whip)",236,150,3.5,1,0,0,60,23,3,18,6,15
"Hot Chocolate (Kids, Soy, Whip)",236,210,9,4.5,0.2,20,65,25,3,20,6,15
"Hot Chocolate (Kids, Coconut, No Whip)",236,140,5,4.5,0,0,70,23,2,20,2,15
"Hot Chocolate (Kids, Coconut, Whip)",236,200,10,8,0.2,20,75,26,2,22,2,15
"Hot Chocolate (Short, Nonfat, No Whip)",236,140,1.5,1,0,5,70,26,2,23,7,15
"Hot Chocolate (Short, Nonfat, Whip)",236,200,6,4,0.2,20,95,29,2,24,8,15
"Hot Chocolate (Short, 2%, No Whip)",236,170,4.5,3,0.1,15,80,26,2,22,7,15
"Hot Chocolate (Short, 2%, Whip)",236,230,10,6,0.3,30,85,28,2,24,7,15
"Hot Chocolate (Short, Whole, No Whip)",236,190,7,4,0.2,15,70,26,2,22,7,15
"Hot Chocolate (Short, Whole, Whip)",236,250,12,7,0.3,35,80,28,2,24,7,15
"Hot Chocolate (Short, Soy, No Whip)",236,150,3.5,1,0,0,60,23,3,18,6,15
"Hot Chocolate (Short, Soy, Whip)",236,210,9,4.5,0.2,20,65,25,3,20,6,15
"Hot Chocolate (Short, Coconut, No Whip)",236,140,5,4.5,0,0,70,23,2,20,2,15
"Hot Chocolate (Short, Coconut, Whip)",236,200,10,8,0.2,20,75,26,2,22,2,15
"Hot Chocolate (Tall, Nonfat, No Whip)",354,210,2,1,0,5,110,37,3,32,11,20
"Hot Chocolate (Tall, Nonfat, Whip)",354,280,8,5,0.2,30,115,40,3,34,11,20
"Hot Chocolate (Tall, 2%, No Whip)",354,250,7,4.5,0.2,20,125,37,3,32,11,20
"Hot Chocolate (Tall, 2%, Whip)",354,320,13,8,0.4,45,130,39,3,34,11,20
"Hot Chocolate (Tall, Whole, No Whip)",354,280,10,6,0.3,25,110,37,3,32,10,20
"Hot Chocolate (Tall, Whole, Whip)",354,350,16,10,0.4,50,120,39,3,34,11,20
"Hot Chocolate (Tall, Soy, No Whip)",354,220,6,1.5,0,0,95,32,4,25,9,20
"Hot Chocolate (Tall, Soy, Whip)",354,290,12,5,0.2,25,100,35,4,28,9,20
"Hot Chocolate (Tall, Coconut, No Whip)",354,210,8,7,0,0,110,33,3,28,3,20
"Hot Chocolate (Tall, Coconut, Whip)",354,280,14,10,0.2,25,115,36,3,31,3,20
"Hot Chocolate (Grande, Nonfat, No Whip)",473,270,2.5,1.5,0,5,140,47,4,41,14,25
"Hot Chocolate (Grande, Nonfat, Whip)",473,350,10,6,0.2,35,150,51,4,43,15,25
"Hot Chocolate (Grande, 2%, No Whip)",473,320,9,6,0.3,25,160,47,4,41,14,25
"Hot Chocolate (Grande, 2%, Whip)",473,400,16,10,0.5,55,170,50,4,43,14,25
"Hot Chocolate (Grande, Whole, No Whip)",473,360,13,8,0.3,35,150,47,4,41,13,25
"Hot Chocolate (Grande, Whole, Whip)",473,440,20,12,0.5,60,150,50,4,43,14,25
"Hot Chocolate (Grande, Soy, No Whip)",473,280,8,2,0,0,125,41,5,32,12,25
"Hot Chocolate (Grande, Soy, Whip)",473,360,15,7,0.2,25,130,44,5,35,12,25
"Hot Chocolate (Grande, Coconut, No Whip)",473,270,10,9,0,0,140,42,4,35,4,25
"Hot Chocolate (Grande, Coconut, Whip)",473,350,17,13,0.2,25,150,46,4,38,4,30
"Hot Chocolate (Venti, Nonfat, No Whip)",591,350,3.5,2,0,10,180,63,5,55,18,35
"Hot Chocolate (Venti, Nonfat, Whip)",591,430,10,6,0.2,35,190,66,5,58,18,35
"Hot Chocolate (Venti, 2%, No Whip)",591,420,11,7,0.4,35,200,62,5,55,17,35
"Hot Chocolate (Venti, 2%, Whip)",591,500,19,12,0.5,60,210,66,5,57,18,35
"Hot Chocolate (Venti, Whole, No Whip)",591,470,17,10,0.4,45,190,62,5,55,17,35
"Hot Chocolate (Venti, Whole, Whip)",591,550,24,14,0.5,70,190,66,5,57,17,35
"Hot Chocolate (Venti, Soy, No Whip)",591,370,9,2.5,0,0,160,55,7,44,15,35
"Hot Chocolate (Venti, Soy, Whip)",591,450,17,7,0.2,25,170,58,7,46,15,35
"Hot Chocolate (Venti, Coconut, No Whip)",591,360,13,11,0,0,180,57,5,48,4,35
"Hot Chocolate (Venti, Coconut, Whip)",591,430,20,15,0.2,25,190,60,5,51,5,35
"Lemonade (Kids)",354,80,0,0,0,0,0,21,0,21,0.1,0
"Lemonade (Tall)",354,80,0,0,0,0,0,21,0,21,0.1,0
"Lemonade (Grande)",473,110,0,0,0,0,1,29,0,29,0.2,0
"Lemonade (Venti)",709,150,0,0,0,0,1,41,0,41,0.2,0
"Lemonade (Trenta)",887,180,0,0,0,0,1,49,0,49,0.3,0
"Milk (Tall, Nonfat)",354,140,0.3,0.2,0,10,170,20,0,20,14,0
"Milk (Tall, 2%)",354,200,8,4,0.2,30,190,19,0,19,13,0
"Milk (Tall, Whole)",354,240,13,7,0.4,40,170,19,0,19,13,0
"Milk (Tall, Soy)",354,160,6,1,0,0,150,13,2,10,11,0
"Milk (Tall, Coconut)",354,130,9,8,0,0,160,13,0,13,1,0
"Milk (Grande, Nonfat)",473,180,0.4,0.3,0,10,220,26,0,26,18,0
"Milk (Grande, 2%)",473,260,10,5,0.3,40,250,25,0,25,17,0
"Milk (Grande, Whole)",473,320,17,10,0.5,55,230,25,0,25,17,0
"Milk (Grande, Soy)",473,210,8,1,0,0,200,17,2,13,15,0
"Milk (Grande, Coconut)",473,180,11,11,0,0,210,18,0,17,1,0
"Milk (Venti, Nonfat)",709,250,0.5,0.4,0,15,310,37,0,37,25,0
"Milk (Venti, 2%)",709,370,15,7,0.4,60,350,36,0,36,24,0
"Milk (Venti, Whole)",709,450,24,14,0.5,75,320,36,0,36,23,0
"Milk (Venti, Soy)",709,300,12,1.5,0,0,280,24,3,18,21,0
"Milk (Venti, Coconut)",709,250,16,15,0,0,290,25,0,23,2,0
"Skinny Hot Chocolate (Kids, Nonfat)",236,80,1,0.5,0,5,85,12,2,8,7,0
"Skinny Hot Chocolate (Short, Nonfat)",236,80,1,0.5,0,5,85,12,2,8,7,0
"Skinny Hot Chocolate (Tall, Nonfat)",354,130,1.5,1,0.1,5,125,18,3,13,11,0
"Skinny Hot Chocolate (Grande, Nonfat)",473,170,1.5,1,0.1,5,160,24,4,17,14,0
"Skinny Hot Chocolate (Venti, Nonfat)",591,210,2,1.5,0.1,10,210,30,5,21,18,0
"Steamed Apple Juice (Kids)",236,120,0,0,0,0,10,30,0,27,0,0
"Steamed Apple Juice (Short)",236,120,0,0,0,0,10,30,0,27,0,0
"Steamed Apple Juice (Tall)",354,170,0,0,0,0,15,44,0,39,0,0
"Steamed Apple Juice (Grande)",473,220,0,0,0,0,20,55,0,50,0,0
"Steamed Apple Juice (Venti)",591,280,0,0,0,0,25,69,0,62,0,0
"Steamed Milk (Kids, Nonfat)",236,70,0.2,0.1,0,5,85,10,0,10,7,0
"Steamed Milk (Kids, 2%)",236,100,4,2,0.1,15,95,10,0,10,7,0
"Steamed Milk (Kids, Whole)",236,120,7,4,0.2,20,90,10,0,10,6,0
"Steamed Milk (Kids, Soy)",236,80,3,0.4,0,0,75,6,1,5,5,0
"Steamed Milk (Kids, Coconut)",236,70,5,4.5,0,0,85,7,0,7,0.5,0
"Steamed Milk (Short, Nonfat)",236,70,0.2,0.1,0,5,85,10,0,10,7,0
"Steamed Milk (Short, 2%)",236,100,4,2,0.1,15,95,10,0,10,7,0
"Steamed Milk (Short, Whole)",236,120,7,4,0.2,20,90,10,0,10,6,0
"Steamed Milk (Short, Soy)",236,80,3,0.4,0,0,75,6,1,5,5,0
"Steamed Milk (Short, Coconut)",236,70,5,4.5,0,0,85,7,0,7,0.5,0
"Steamed Milk (Tall, Nonfat)",354,110,0.2,0.2,0,5,130,15,0,15,10,0
"Steamed Milk (Tall, 2%)",354,160,6,3,0.2,25,150,15,0,15,10,0
"Steamed Milk (Tall, Whole)",354,190,10,6,0.3,30,135,15,0,15,10,0
"Steamed Milk (Tall, Soy)",354,120,4.5,0.5,0,0,110,9,1,7,8,0
"Steamed Milk (Tall, Coconut)",354,110,7,7,0,0,130,11,0,11,1,0
"Steamed Milk (Grande, Nonfat)",473,140,0.3,0.2,0,10,170,20,0,20,14,0
"Steamed Milk (Grande, 2%)",473,200,8,4,0.2,30,190,19,0,19,13,0
"Steamed Milk (Grande, Whole)",473,250,13,8,0.4,40,170,19,0,19,13,0
"Steamed Milk (Grande, Soy)",473,150,6,1,0,0,150,12,2,9,11,0
"Steamed Milk (Grande, Coconut)",473,150,9,9,0,0,170,15,0,14,1,0
"Steamed Milk (Venti, Nonfat)",591,170,0.4,0.3,0,10,220,25,0,25,17,0
"Steamed Milk (Venti, 2%)",591,260,10,5,0.3,40,240,25,0,25,17,0
"Steamed Milk (Venti, Whole)",591,310,17,10,0.5,50,220,25,0,25,16,0
"Steamed Milk (Venti, Soy)",591,200,8,1,0,0,190,16,2,12,14,0
"Steamed Milk (Venti, Coconut)",591,180,12,11,0,0,220,18,0,17,1,0
"Vanilla Steamer (Kids, Nonfat)",236,100,0.2,0.1,0,5,80,19,0,19,6,0
"Vanilla Steamer (Kids, 2%)",236,130,4,2,0.1,15,90,19,0,19,6,0
"Vanilla Steamer (Kids, Whole)",236,150,6,3.5,0.2,20,80,19,0,19,6,0
"Vanilla Steamer (Kids, Soy)",236,110,3,0.4,0,0,70,15,1,14,5,0
"Vanilla Steamer (Kids, Coconut)",236,110,4.5,4,0,0,80,16,0,16,0.5,0
"Vanilla Steamer (Short, Nonfat)",236,100,0.2,0.1,0,5,80,19,0,19,6,0
"Vanilla Steamer (Short, 2%)",236,130,4,2,0.1,15,90,19,0,19,6,0
"Vanilla Steamer (Short, Whole)",236,150,6,3.5,0.2,20,80,19,0,19,6,0
"Vanilla Steamer (Short, Soy)",236,110,3,0.4,0,0,70,15,1,14,5,0
"Vanilla Steamer (Short, Coconut)",236,110,4.5,4,0,0,80,16,0,16,0.5,0
"Vanilla Steamer (Tall, Nonfat)",354,160,0.2,0.2,0,5,120,29,0,29,10,0
"Vanilla Steamer (Tall, 2%)",354,200,6,3,0.2,25,135,28,0,28,10,0
"Vanilla Steamer (Tall, Whole)",354,230,9,5,0.3,30,125,28,0,28,9,0
"Vanilla Steamer (Tall, Soy)",354,170,4.5,0.5,0,0,105,23,1,21,8,0
"Vanilla Steamer (Tall, Coconut)",354,160,7,6,0,0,125,25,0,24,1,0
"Vanilla Steamer (Grande, Nonfat)",473,200,0.3,0.2,0,10,160,38,0,38,13,0
"Vanilla Steamer (Grande, 2%)",473,270,7,4,0.2,30,180,37,0,37,12,0
"Vanilla Steamer (Grande, Whole)",473,310,12,7,0.4,40,160,37,0,37,12,0
"Vanilla Steamer (Grande, Soy)",473,220,6,0.5,0,0,135,30,1,27,10,0
"Vanilla Steamer (Grande, Coconut)",473,210,9,8,0,0,160,32,0,32,1,0
"Vanilla Steamer (Venti, Nonfat)",591,260,0.4,0.3,0,10,200,48,0,47,16,0
"Vanilla Steamer (Venti, 2%)",591,340,10,5,0.3,40,230,47,0,47,16,0
"Vanilla Steamer (Venti, Whole)",591,390,16,9,0.5,50,210,47,0,47,15,0
"Vanilla Steamer (Venti, Soy)",591,280,7,1,0,0,170,38,2,35,13,0
"Vanilla Steamer (Venti, Coconut)",591,270,11,11,0,0,200,41,0,40,1,0
"White Hot Chocolate (Kids, Nonfat, No Whip)",236,180,3,2.5,0,5,125,31,0,30,8,0
"White Hot Chocolate (Kids, Nonfat, Whip)",236,230,8,6,0.2,25,130,32,0,32,8,0
"White Hot Chocolate (Kids, 2%, No Whip)",236,210,6,4,0.1,15,135,30,0,30,8,0
"White Hot Chocolate (Kids, 2%, Whip)",236,260,11,7,0.3,35,140,32,0,31,8,0
"White Hot Chocolate (Kids, Whole, No Whip)",236,220,8,5,0.2,20,125,30,0,30,7,0
"White Hot Chocolate (Kids, Whole, Whip)",236,280,14,9,0.3,40,130,32,0,31,8,0
"White Hot Chocolate (Kids, Soy, No Whip)",236,190,5,2.5,0,5,115,27,1,26,6,0
"White Hot Chocolate (Kids, Soy, Whip)",236,240,11,6,0.2,20,120,29,1,27,7,0
"White Hot Chocolate (Kids, Coconut, No Whip)",236,180,7,6,0,5,125,28,0,28,2,0
"White Hot Chocolate (Kids, Coconut, Whip)",236,230,12,9,0.2,20,130,30,0,29,3,0
"White Hot Chocolate (Short, Nonfat, No Whip)",236,180,3,2.5,0,5,125,31,0,30,8,0
"White Hot Chocolate (Short, Nonfat, Whip)",236,230,8,6,0.2,25,130,32,0,32,8,0
"White Hot Chocolate (Short, 2%, No Whip)",236,210,6,4,0.1,15,135,30,0,30,8,0
"White Hot Chocolate (Short, 2%, Whip)",236,260,11,7,0.3,35,140,32,0,31,8,0
"White Hot Chocolate (Short, Whole, No Whip)",236,220,8,5,0.2,20,125,30,0,30,7,0
"White Hot Chocolate (Short, Whole, Whip)",236,280,14,9,0.3,40,130,32,0,31,8,0
"White Hot Chocolate (Short, Soy, No Whip)",236,190,5,2.5,0,5,115,27,1,26,6,0
"White Hot Chocolate (Short, Soy, Whip)",236,240,11,6,0.2,20,120,29,1,27,7,0
"White Hot Chocolate (Short, Coconut, No Whip)",236,180,7,6,0,5,125,28,0,28,2,0
"White Hot Chocolate (Short, Coconut, Whip)",236,230,12,9,0.2,20,130,30,0,29,3,0
"White Hot Chocolate (Tall, Nonfat, No Whip)",354,270,4.5,3.5,0,10,190,46,0,46,12,0
"White Hot Chocolate (Tall, Nonfat, Whip)",354,330,11,7,0.2,30,200,48,0,47,12,0
"White Hot Chocolate (Tall, 2%, No Whip)",354,310,9,6,0.2,25,200,46,0,46,12,0
"White Hot Chocolate (Tall, 2%, Whip)",354,370,16,10,0.3,45,210,48,0,47,12,0
"White Hot Chocolate (Tall, Whole, No Whip)",354,340,13,8,0.3,30,190,46,0,46,11,0
"White Hot Chocolate (Tall, Whole, Whip)",354,400,19,12,0.4,55,200,48,0,47,11,0
"White Hot Chocolate (Tall, Soy, No Whip)",354,280,8,4,0,5,180,41,1,39,10,0
"White Hot Chocolate (Tall, Soy, Whip)",354,340,14,8,0.2,25,180,43,1,40,10,0
"White Hot Chocolate (Tall, Coconut, No Whip)",354,270,10,9,0,5,190,42,0,42,3,0
"White Hot Chocolate (Tall, Coconut, Whip)",354,330,16,13,0.2,25,190,44,0,43,4,0
"White Hot Chocolate (Grande, Nonfat, No Whip)",473,360,6,5,0,10,250,61,0,61,15,0
"White Hot Chocolate (Grande, Nonfat, Whip)",473,430,13,9,0.2,40,260,63,0,62,16,0
"White Hot Chocolate (Grande, 2%, No Whip)",473,410,12,8,0.2,30,270,61,0,60,15,0
"White Hot Chocolate (Grande, 2%, Whip)",473,480,19,12,0.4,60,270,63,0,62,15,0
"White Hot Chocolate (Grande, Whole, No Whip)",473,450,17,11,0.3,40,250,61,0,60,15,0
"White Hot Chocolate (Grande, Whole, Whip)",473,520,24,15,0.5,65,260,63,0,62,15,0
"White Hot Chocolate (Grande, Soy, No Whip)",473,370,11,5,0,5,230,55,1,52,13,0
"White Hot Chocolate (Grande, Soy, Whip)",473,440,18,10,0.2,30,240,57,1,53,13,0
"White Hot Chocolate (Grande, Coconut, No Whip)",473,360,13,12,0,5,250,56,0,55,5,0
"White Hot Chocolate (Grande, Coconut, Whip)",473,430,20,16,0.2,30,250,58,0,57,5,0
"White Hot Chocolate (Venti, Nonfat, No Whip)",591,450,7,6,0,15,320,77,0,77,20,0
"White Hot Chocolate (Venti, Nonfat, Whip)",591,520,14,10,0.2,40,320,79,0,78,20,0
"White Hot Chocolate (Venti, 2%, No Whip)",591,520,16,10,0.3,40,340,76,0,76,19,0
"White Hot Chocolate (Venti, 2%, Whip)",591,590,23,15,0.5,65,350,78,0,78,20,0
"White Hot Chocolate (Venti, Whole, No Whip)",591,570,21,14,0.4,50,320,76,0,76,19,0
"White Hot Chocolate (Venti, Whole, Whip)",591,640,28,18,0.5,75,330,78,0,78,19,0
"White Hot Chocolate (Venti, Soy, No Whip)",591,470,14,7,0,5,290,69,2,65,16,0
"White Hot Chocolate (Venti, Soy, Whip)",591,540,21,11,0.2,30,300,71,2,67,17,0
"White Hot Chocolate (Venti, Coconut, No Whip)",591,450,17,15,0,5,310,71,0,69,6,0
"White Hot Chocolate (Venti, Coconut, Whip)",591,520,24,20,0.2,30,320,73,0,71,6,0
"Sweetened Whipped Cream (Short, Hot)",,50,5,3,0.2,20,5,1,0,1,0.3,0
"Sweetened Whipped Cream (Tall, Hot)",,60,6,4,0.2,20,5,2,0,1,0.3,0
"Sweetened Whipped Cream (Grande/Venti, Hot)",,70,7,4.5,0.2,25,5,2,0,2,0.4,0
"Sweetened Whipped Cream (Tall, Cold)",,80,8,5,0.2,30,10,2,0,2,0.4,0
"Sweetened Whipped Cream (Grande/Venti, Cold)",,110,11,7,0.3,40,10,3,0,2,1,0
"Flavoured Syrup (1 pump)",,20,0,0,0,0,0,5,0,5,0,0
"Flavoured Sugar-Free Syrup (1 pump)",,0,0,0,0,0,5,0,0,0,0,0
"Mocha Syrup (1 pump)",,35,0.5,0,0,0,0,7,1,5,1,5
"Mocha Drizzle",,10,0.5,0.1,0,0,0,1,0,1,0.2,0
"Caramel Drizzle",,15,0,0.3,0,0,4,2,0,2,0,0
"Espresso Shot (1 shot)",,5,0.1,0,0,0,0,1,0,0,0.4,75
"Matcha Green Tea Powder (1 scoop)",,25,0.1,0,0,0,0,6,0,5,0.3,25
"Protein & Fibre Powder (1 scoop)",,30,0.1,0.1,0,0,45,1,1,0,6,0
